Depth,Estimator,Alpha,var,abs,mse,mae,r2
10,500,0.25,0.8565614092,0.1803754592,0.0998808393,0.0986292355,0.85656036
10,500,0.5,0.8602816426,0.1751458464,0.0972902954,0.0930538544,0.86028066
10,500,0.75,0.8487278716,0.1857736192,0.1053348354,0.1004219049,0.8487278342
10,500,1,0.8629474051,0.1706780562,0.0954336818,0.0879350921,0.8629469569
10,600,0,0.838873587,0.2000254819,0.1121987891,0.1166706285,0.8388704576
10,600,0.25,0.8667200111,0.1648840277,0.0928064128,0.0845570951,0.8667199981
10,600,0.5,0.8716149548,0.1578028307,0.0894053932,0.0783066565,0.8716042285
10,600,0.75,0.8775416533,0.1542570157,0.0852710093,0.0749641935,0.8775416489
10,600,1,0.8746016539,0.1565104901,0.0873198021,0.0767837573,0.8745993618
10,700,0,0.8501961909,0.187993371,0.1043164522,0.1065966984,0.8501903421
10,700,0.25,0.8583407049,0.175804845,0.0986411835,0.0939500021,0.8583406391
10,700,0.5,0.8803464893,0.1455141764,0.083319279,0.0661996096,0.8803445438
10,700,0.75,0.8789185466,0.1458284597,0.0843143614,0.0654713392,0.8789154983
10,700,1,0.8626745475,0.1703559104,0.0956297624,0.0885757449,0.8626653641
10,800,0,0.8283121137,0.2075268883,0.1195555382,0.1212271358,0.8283053738
10,800,0.25,0.8603036108,0.1749369386,0.097274336,0.0935274678,0.8603035794
10,800,0.5,0.8856187284,0.1429228264,0.0796530144,0.0655224703,0.8856096946
10,800,0.75,0.8830411726,0.1358617091,0.0814432829,0.0567123432,0.8830386762
10,800,1,0.8883261975,0.1331133435,0.0777617015,0.0558040538,0.8883258236
10,900,0,0.8610737453,0.1726320797,0.0967417338,0.091669603,0.8610684534
10,900,0.25,0.8364220673,0.2012713233,0.1139037237,0.1159506666,0.8364219879
10,900,0.5,0.881816822,0.1441292843,0.0822942679,0.0659673125,0.8818165701
10,900,0.75,0.8842921044,0.1358244784,0.0805713852,0.0571428315,0.8842908152
10,900,1,0.892613177,0.1247982799,0.0747766145,0.047770677,0.8926127299
10,1000,0,0.8687439617,0.1656344032,0.0913975389,0.0870405105,0.8687432927
10,1000,0.25,0.8694579813,0.1648570404,0.0909001494,0.08521062,0.8694575977
10,1000,0.5,0.8569114162,0.1754053805,0.0996369996,0.0924724472,0.8569105399
10,1000,0.75,0.8851909781,0.1348362176,0.0799451933,0.0565704961,0.8851900942
10,1000,1,0.8879546877,0.1302140912,0.078020233,0.0520618369,0.8879545444
12,1,0,0.0334130802,0.5670568704,0.6850194029,0.4851990938,0.0162383767
12,1,0.25,0.0328280707,0.5671070171,0.6854411551,0.4852606356,0.0156326951
12,1,0.5,0.0323623389,0.5670798378,0.685773564,0.4851891696,0.0151553202
12,1,0.75,0.0320773172,0.5672012612,0.6859845405,0.485199213,0.0148523351
12,1,1,0.0327167997,0.567135153,0.685511169,0.4851726592,0.0155321476
12,100,0,0.8124892521,0.2235391781,0.1306133048,0.1279222645,0.8124252303
12,100,0.25,0.803806364,0.2243544318,0.13674571,0.125408515,0.8036184361
12,100,0.5,0.8037804748,0.2248915198,0.1367542548,0.1249876288,0.8036061648
12,100,0.75,0.8007386316,0.2284934688,0.1388323072,0.1282480774,0.8006218578
12,100,1,0.797353222,0.2287309817,0.1412651563,0.128014856,0.7971280245
12,200,0,0.8608074699,0.1729336231,0.0969239124,0.0931810622,0.8608068254
12,200,0.25,0.8649466455,0.1666167437,0.0940412566,0.0863142215,0.8649466295
12,200,0.5,0.8653563294,0.1651257165,0.0937578468,0.0848202607,0.8653536364
12,200,0.75,0.8615952545,0.1682881969,0.0963775653,0.0867835684,0.8615914386
12,200,1,0.8608661371,0.1696464451,0.0968848962,0.0876768107,0.8608628567
12,300,0,0.8792529278,0.1487698326,0.0840801717,0.0733703355,0.8792518199
12,300,0.25,0.8792369149,0.14438122,0.0840906175,0.0661255855,0.8792368187
12,300,0.5,0.8821986882,0.1423947333,0.0820282797,0.065374086,0.8821985578
12,300,0.75,0.8780055125,0.1441414732,0.0849505267,0.0645402682,0.8780018965
12,300,1,0.8757537315,0.1457078899,0.086521032,0.0660052659,0.8757464818
12,400,0,0.8882500628,0.1359075504,0.0778172572,0.0618534475,0.8882460395
12,400,0.25,0.8907494129,0.1266156217,0.0760745988,0.0505964154,0.8907486847
12,400,0.5,0.8912701595,0.1253231445,0.0757119928,0.0485561498,0.8912694259
12,400,0.75,0.8859281578,0.1284528934,0.0794324974,0.0503707075,0.8859263807
12,400,1,0.8883218114,0.1297289871,0.077764965,0.0522139298,0.8883211367
12,500,0,0.8791482984,0.1503912931,0.0841539227,0.0748616262,0.8791459056
12,500,0.25,0.8927138898,0.1147495393,0.0747062099,0.0376363588,0.8927138384
12,500,0.5,0.8969625673,0.1108820095,0.0717499787,0.0352721565,0.8969593047
12,500,0.75,0.8940253654,0.1143250716,0.0737951282,0.0379733703,0.8940222498
12,500,1,0.8914990404,0.1158169124,0.0755523696,0.0393139014,0.891498662
12,600,0,0.8878862038,0.1277891026,0.0780683505,0.0527947601,0.8878854426
12,600,0.25,0.8980697819,0.1054508072,0.0709775905,0.0311602263,0.8980685374
12,600,0.5,0.8987397173,0.1028706491,0.0705169872,0.0280350441,0.8987300133
12,600,0.75,0.896780088,0.1043420697,0.0718747728,0.0285828819,0.896780087
12,600,1,0.8993084717,0.1069452903,0.0701167474,0.0319093498,0.8993048008
12,700,0,0.8852338245,0.1332680314,0.0799149068,0.0577468019,0.8852335888
12,700,0.25,0.8993495844,0.0959920638,0.0700858413,0.0210801975,0.8993491853
12,700,0.5,0.901037845,0.0963230103,0.0689178156,0.0214035345,0.9010265959
12,700,0.75,0.9005824584,0.0974173162,0.0692274539,0.0229177246,0.900581922
12,700,1,0.9014960205,0.0990982455,0.0685916387,0.0249973102,0.901495021
12,800,0,0.8917880167,0.1253412157,0.0753635811,0.0512940228,0.8917697826
12,800,0.25,0.9018507412,0.0904257081,0.0683453335,0.0164115948,0.9018487419
12,800,0.5,0.9017419349,0.0908830158,0.0684203176,0.0164494012,0.9017410566
12,800,0.75,0.9010610538,0.0920450643,0.0688938518,0.018511918,0.9010610105
12,800,1,0.9010655745,0.0956570411,0.0688906809,0.0214001806,0.9010655642
12,900,0,0.8972505769,0.1060495709,0.0715472923,0.0316986438,0.8972503842
12,900,0.25,0.8974549051,0.1003475321,0.0714049351,0.0252548538,0.8974548245
12,900,0.5,0.9020150098,0.0866042545,0.0682328017,0.01328258,0.9020103497
12,900,0.75,0.8993421422,0.0906833063,0.0700953669,0.0158026982,0.8993355055
12,900,1,0.9003477493,0.091152252,0.069391178,0.0177931196,0.9003467966
12,1000,0,0.8832315544,0.1405046332,0.0813091414,0.06496336,0.8832313179
12,1000,0.25,0.8962383748,0.0969838563,0.0722520779,0.022020884,0.8962382363
12,1000,0.5,0.9011678838,0.0844851952,0.0688195553,0.0107093324,0.9011677083
12,1000,0.75,0.9011483205,0.0866036433,0.0688335223,0.013333993,0.9011476502
12,1000,1,0.8982854795,0.1043568693,0.0708268189,0.0292059206,0.8982850616
