Depth,Estimator,Alpha,var,abs,mse,mae,r2
8,1000,0.25,0.8505391105,0.215380916,0.1042007981,0.1388660837,0.8505390168
8,1000,0.5,0.7776750029,0.2585405823,0.1540454862,0.1633005888,0.7776747883
8,1000,0.75,0.8778082298,0.1933218172,0.0850940035,0.1236290046,0.8778080712
8,1000,1,0.8270025608,0.2285810898,0.1204250149,0.1448590383,0.8270023781
10,1,0,0.0304860048,0.568218809,0.6882585246,0.4851584733,0.0131075656
10,1,0.25,0.0302289087,0.5682291428,0.6896310191,0.4852486253,0.0130781958
10,1,0.5,0.0303156704,0.5664290499,0.6836614396,0.4852496088,0.0136351459
10,1,0.75,0.0299669511,0.5676199064,0.6876275923,0.4852662086,0.012586918
10,1,1,0.0296160224,0.5674796541,0.6852159722,0.4854062796,0.012622777
10,100,0,0.7731038537,0.2624623459,0.1563837215,0.1626860798,0.7730201424
10,100,0.25,0.7754743526,0.2610087141,0.1556990449,0.161469483,0.7753788695
10,100,0.5,0.7759561486,0.2590076918,0.1554853114,0.159035718,0.7758555999
10,100,0.75,0.7722475958,0.2618694588,0.1594074288,0.1609773215,0.77214403
10,100,1,0.7690355831,0.2629958228,0.1616754752,0.159313117,0.768920844
10,200,0,0.8687662727,0.2018264802,0.0921095521,0.1312361987,0.8687648108
10,200,0.25,0.8703153166,0.1995422713,0.0902902024,0.1299362866,0.8703131562
10,200,0.5,0.8681437576,0.1999620047,0.0920598706,0.1284332329,0.8681412803
10,200,0.75,0.8678048056,0.1989603452,0.0920666726,0.1270672808,0.8678022921
10,200,1,0.867131016,0.1994177737,0.0923847156,0.1277336963,0.867128233
10,300,0,0.9051415963,0.1732343911,0.0665427654,0.1142865508,0.9051413294
10,300,0.25,0.9036228669,0.1727466086,0.0672559526,0.1123674631,0.9036224855
10,300,0.5,0.9055438098,0.1702853692,0.0662299025,0.109923805,0.9055433389
10,300,0.75,0.9055705387,0.1670974182,0.0648101584,0.1064155001,0.905569869
10,300,1,0.902122044,0.1708494062,0.0679737795,0.1078322898,0.9021213606
10,400,0,0.9022609383,0.1750707002,0.0683231132,0.1151724547,0.9022607962
10,400,0.25,0.9305065661,0.1463740649,0.0482838289,0.0944522662,0.9305063613
10,400,0.5,0.9318465519,0.1449201331,0.0476376818,0.0935160675,0.931846165
10,400,0.75,0.9298456579,0.1454400691,0.0487529729,0.092934436,0.9298452325
10,400,1,0.9301004744,0.1451037796,0.0488127648,0.0913523939,0.9301001321
10,500,0,0.9334497701,0.1452010778,0.0462277513,0.0950552564,0.9334496305
10,500,0.25,0.9424281707,0.1338581273,0.0402953299,0.0858856809,0.9424279852
10,500,0.5,0.9461950564,0.1280616682,0.0374515946,0.0813876025,0.9461947877
10,500,0.75,0.9358616675,0.1391274983,0.0446262829,0.0885673403,0.9358612919
10,500,1,0.949344207,0.1228894703,0.0352732484,0.0768344672,0.9493440072
10,600,0,0.920281379,0.1588344485,0.0557693597,0.104322357,0.9202812546
10,600,0.25,0.957535803,0.1144760806,0.0293516832,0.0729907542,0.9575357146
10,600,0.5,0.9623817789,0.1065816091,0.026039832,0.0669831079,0.9623815868
10,600,0.75,0.9644104133,0.1033714001,0.024794155,0.0641210316,0.9644102621
10,600,1,0.9629777156,0.1052889394,0.0259628735,0.0653609555,0.9629775742
10,700,0,0.9335744148,0.1442872295,0.0459201527,0.0948854922,0.9335742629
10,700,0.25,0.9476963939,0.1272305204,0.0362875879,0.0819066314,0.9476962602
10,700,0.5,0.9728764341,0.0904783489,0.0189303369,0.0557809047,0.9728763378
10,700,0.75,0.9724912556,0.0900924879,0.0190901122,0.0549449477,0.9724911346
10,700,1,0.9502798151,0.1226362454,0.0347411848,0.0767606536,0.950279509
10,800,0,0.9113552272,0.1664957714,0.0614780215,0.1096153773,0.9113550602
10,800,0.25,0.9479158488,0.1269164191,0.0362138195,0.0811335076,0.9479157312
10,800,0.5,0.9736481287,0.0897234809,0.0185285603,0.0555264941,0.9736480272
10,800,0.75,0.9791121526,0.0781156822,0.0144993525,0.0466085993,0.979112074
10,800,1,0.9799144696,0.0766517123,0.014049157,0.0457841288,0.9799143952
10,900,0,0.9532289824,0.121662431,0.0325951512,0.0790355123,0.9532289169
10,900,0.25,0.9167269959,0.1605453245,0.0580183027,0.1044257089,0.9167267129
10,900,0.5,0.9733135893,0.0895123048,0.0185755873,0.0553095919,0.9733134477
10,900,0.75,0.9786224989,0.0790770354,0.0148704903,0.0470603854,0.978622436
10,900,1,0.9851522654,0.0653547732,0.0103132153,0.0385253475,0.9851522302
10,1000,0,0.958104111,0.1151478009,0.0292321263,0.0744795441,0.9581040336
10,1000,0.25,0.9570486495,0.1154402935,0.029938981,0.0736898201,0.9570485189
10,1000,0.5,0.9468099688,0.1270001168,0.0368471091,0.080570642,0.9468097526
10,1000,0.75,0.979725368,0.0770264841,0.0140621842,0.0462244442,0.9797252854
10,1000,1,0.9818152305,0.0722546475,0.0126288837,0.0423221288,0.9818151743
12,1,0,0.0353977801,0.5689012625,0.6903450432,0.4851990938,0.0173845658
12,1,0.25,0.0348282658,0.565956886,0.6834211543,0.4852606356,0.018225435
12,1,0.5,0.0340541245,0.566555683,0.6848222144,0.4851891696,0.0170229356
12,1,0.75,0.0339688464,0.5643332624,0.6765894395,0.485199213,0.0171358346
12,1,1,0.034519572,0.5678518421,0.6888868932,0.4851726592,0.0169426074
12,100,0,0.8897762677,0.1858672273,0.077359648,0.1152095073,0.8896440585
12,100,0.25,0.8873526163,0.1843199664,0.0776763792,0.1127135567,0.8872106233
12,100,0.5,0.8807028497,0.1883731631,0.0830059976,0.1134898514,0.8805426152
12,100,0.75,0.8746622958,0.1927725966,0.0880783444,0.1165915719,0.8744939828
12,100,1,0.8752333293,0.1920755142,0.0869851499,0.1171027828,0.8750559117
12,200,0,0.9510323553,0.1241126792,0.0344857975,0.0814378647,0.9510292014
12,200,0.25,0.9548780225,0.116746729,0.031431262,0.0752625875,0.9548747678
12,200,0.5,0.9562202088,0.1141250025,0.0303176372,0.0730493229,0.9562161472
12,200,0.75,0.9518579291,0.1188120128,0.0334114432,0.0745982943,0.9518528767
12,200,1,0.9504832283,0.1205117951,0.0345010304,0.0759459851,0.9504775746
12,300,0,0.9713710052,0.0947918164,0.0199506107,0.0620325468,0.9713708071
12,300,0.25,0.9736907137,0.0885200889,0.018257279,0.0554384418,0.9736903813
12,300,0.5,0.9738111253,0.0878567408,0.0182259952,0.0550187373,0.9738106584
12,300,0.75,0.9736854603,0.0873344597,0.0182124147,0.0539422179,0.9736850298
12,300,1,0.9718729029,0.0895581501,0.019362729,0.0549977599,0.9718722083
12,400,0,0.979864459,0.0796392938,0.014128859,0.0515788734,0.9798643899
12,400,0.25,0.9844981825,0.067824486,0.0108132809,0.0417801272,0.9844980203
12,400,0.5,0.9848736927,0.0661770923,0.0105751906,0.0399125721,0.9848734971
12,400,0.75,0.9833688277,0.0685723814,0.011464581,0.0414026469,0.9833686098
12,400,1,0.9821377889,0.0714676617,0.0124996581,0.0428147825,0.9821375589
12,500,0,0.9702082715,0.0966029532,0.0207628327,0.062818211,0.9702079981
12,500,0.25,0.9911192788,0.0507245445,0.0061475495,0.030377531,0.9911191723
12,500,0.5,0.9918767914,0.0478228759,0.0056682827,0.0281002504,0.9918766907
12,500,0.75,0.9903921763,0.0518371911,0.0066837076,0.0300259143,0.9903920967
12,500,1,0.9896754918,0.0536788519,0.0071574414,0.0312604209,0.9896753848
12,600,0,0.9849909824,0.0682800929,0.0104105989,0.0435505386,0.9849909066
12,600,0.25,0.9938220697,0.0420990963,0.0043187942,0.0247385751,0.9938220111
12,600,0.5,0.9947480843,0.0382430732,0.0036867154,0.0220491555,0.9947480302
12,600,0.75,0.9942573202,0.0394493933,0.003982681,0.0224312953,0.9942572754
12,600,1,0.9930527747,0.0439104885,0.0048748653,0.0249457002,0.9930527219
12,700,0,0.982129193,0.0741047455,0.0123437788,0.0468225895,0.982129116
12,700,0.25,0.9970363462,0.0285473093,0.0020660485,0.0163423419,0.997036327
12,700,0.5,0.9967709089,0.0295183062,0.0022633259,0.0164838573,0.9967708902
12,700,0.75,0.9962447918,0.0315837945,0.0026084628,0.0175435766,0.9962447686
12,700,1,0.9956908917,0.0342396786,0.0030305583,0.0191685779,0.9956908689
12,800,0,0.9862258048,0.0659407476,0.0097062863,0.0420013184,0.9862257497
12,800,0.25,0.9981685818,0.0222261856,0.0012824878,0.0125404081,0.9981685687
12,800,0.5,0.9980508895,0.0225736776,0.0013625659,0.012440451,0.9980508818
12,800,0.75,0.997541979,0.0254838904,0.0017204681,0.0139636098,0.9975419696
12,800,1,0.9967379746,0.0294257839,0.0022753234,0.0163586495,0.9967379577
12,900,0,0.9946723102,0.0402786099,0.0036807877,0.0244956823,0.9946722999
12,900,0.25,0.9958091104,0.0342377372,0.0029049497,0.0199562753,0.9958090809
12,900,0.5,0.9987034478,0.018199416,0.0009013298,0.0100491359,0.9987034454
12,900,0.75,0.9982118704,0.021633446,0.0012486958,0.0119470146,0.9982118643
12,900,1,0.9977998155,0.0240767107,0.0015264844,0.0134599301,0.9977998103
12,1000,0,0.9770030363,0.0841566623,0.015929739,0.053960163,0.9770029283
12,1000,0.25,0.9968161693,0.0296562455,0.0022076657,0.017067247,0.9968161536
12,1000,0.5,0.9991666799,0.014456138,0.000580849,0.0079086273,0.9991666787
12,1000,0.75,0.9987196663,0.0181420665,0.0008895036,0.0100446007,0.9987196657
12,1000,1,0.9941649275,0.0401100049,0.0040876826,0.0227789335,0.9941648913
